사고다발지FID,사고다발지ID,법정동코드,지점코드,시도시군구명,지점명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
6467842,2018074,46810400,46810001,전라남도 강진군1,전라남도 강진군 마량면(마량면전앞1 인근),6,9,0,2,7,0,126.818669,34.4496799,"{""type"":""Polygon"",""coordinates"":[[[126.820016485192,34.4496798994087],[126.819990593878,34.4494631230343],[126.819913914923,34.4492546767239],[126.819789395058,34.4490625710433],[126.81962181951,34.4488941886427],[126.819417628114,34.4487560005241],[126.81918466783,34.4486533173405],[126.818931891193,34.4485900852854],[126.818669012266,34.4485687344225],[126.818406133339,34.4485900852854],[126.818153356702,34.4486533173405],[126.817920396418,34.4487560005241],[126.817716205022,34.4488941886427],[126.817548629474,34.4490625710433],[126.817424109609,34.4492546767239],[126.817347430654,34.4494631230343],[126.81732153934,34.4496798994087],[126.817347430654,34.4498966752204],[126.817424109609,34.4501051199286],[126.817548629474,34.4502972232113],[126.817716205022,34.4504656027835],[126.817920396418,34.4506037880736],[126.818153356702,34.4507064688593],[126.818406133339,34.4507696993122],[126.818669012266,34.4507910496125],[126.818931891193,34.4507696993122],[126.81918466783,34.4507064688593],[126.819417628114,34.4506037880736],[126.81962181951,34.4504656027835],[126.819789395058,34.4502972232113],[126.819913914923,34.4501051199286],[126.819990593878,34.4498966752204],[126.820016485192,34.4496798994087]]]}"
6467843,2018074,46810380,46810002,전라남도 강진군2,전라남도 강진군 병영면(하고교 인근),6,14,0,5,8,1,126.8128251,34.72023877,"{""type"":""Polygon"",""coordinates"":[[[126.814172578122,34.7202387741011],[126.814146686808,34.7200227023508],[126.814070007853,34.7198149335841],[126.813945487988,34.7196234523298],[126.81377791244,34.7194556172421],[126.813573721044,34.7193178782907],[126.81334076076,34.7192155288678],[126.813087984123,34.7191525023414],[126.812825105196,34.719131220877],[126.812562226269,34.7191525023414],[126.812309449632,34.7192155288678],[126.812076489348,34.7193178782907],[126.811872297952,34.7194556172421],[126.811704722404,34.7196234523298],[126.811580202539,34.7198149335841],[126.811503523584,34.7200227023508],[126.81147763227,34.7202387741011],[126.811503523584,34.7204548452868],[126.811580202539,34.7206626124455],[126.811704722404,34.7208540912932],[126.811872297952,34.7210219235423],[126.812076489348,34.7211596596551],[126.812309449632,34.7212620066714],[126.812562226269,34.7213250315898],[126.812825105196,34.7213463124896],[126.813087984123,34.7213250315898],[126.81334076076,34.7212620066714],[126.813573721044,34.7211596596551],[126.81377791244,34.7210219235423],[126.813945487988,34.7208540912932],[126.814070007853,34.7206626124455],[126.814146686808,34.7204548452868],[126.814172578122,34.7202387741011]]]}"
6467844,2018074,46810360,46810003,전라남도 강진군3,전라남도 강진군 성전면(월평교차로4 인근),5,15,0,3,12,0,126.708312,34.70131452,"{""type"":""Polygon"",""coordinates"":[[[126.709659516793,34.7013145237472],[126.709633625479,34.701098402555],[126.709556946524,34.7008905862467],[126.709432426658,34.7006990611778],[126.709264851111,34.7005311876864],[126.709060659715,34.7003934172179],[126.708827699431,34.7002910443758],[126.708574922794,34.7002280034279],[126.708312043867,34.700206717094],[126.70804916494,34.7002280034279],[126.707796388303,34.7002910443758],[126.707563428019,34.7003934172179],[126.707359236623,34.7005311876864],[126.707191661075,34.7006990611778],[126.70706714121,34.7008905862467],[126.706990462255,34.701098402555],[126.706964570941,34.7013145237472],[126.706990462255,34.7015306443749],[126.70706714121,34.7017384590756],[126.707191661075,34.7019299817386],[126.707359236623,34.7020978523921],[126.707563428019,34.7022356200225],[126.707796388303,34.7023379904587],[126.70804916494,34.702401029799],[126.708312043867,34.7024223155685],[126.708574922794,34.702401029799],[126.708827699431,34.7023379904587],[126.709060659715,34.7022356200225],[126.709264851111,34.7020978523921],[126.709432426658,34.7019299817386],[126.709556946524,34.7017384590756],[126.709633625479,34.7015306443749],[126.709659516793,34.7013145237472]]]}"
6467845,2018074,46820370,46820001,전라남도 해남군1,전라남도 해남군 옥천면(해남터미널전앞 인근),10,14,0,3,11,0,126.6071485,34.57095215,"{""type"":""Polygon"",""coordinates"":[[[126.608495952546,34.5709521490234],[126.608470061232,34.5707356878849],[126.608393382277,34.5705275446952],[126.608268862412,34.5703357183715],[126.608101286864,34.5701675808286],[126.607897095468,34.5700295936591],[126.607664135184,34.569927059794],[126.607411358547,34.5698639196886],[126.60714847962,34.5698425998733],[126.606885600693,34.5698639196886],[126.606632824056,34.569927059794],[126.606399863772,34.5700295936591],[126.606195672376,34.5701675808286],[126.606028096828,34.5703357183715],[126.605903576963,34.5705275446952],[126.605826898008,34.5707356878849],[126.605801006694,34.5709521490234],[126.605826898008,34.5711686095983],[126.605903576963,34.5713767511833],[126.606028096828,34.5715685751052],[126.606195672376,34.571736709815],[126.606399863772,34.5718746941513],[126.606632824056,34.5719772256148],[126.606885600693,34.5720403641153],[126.60714847962,34.572061683367],[126.607411358547,34.5720403641153],[126.607664135184,34.5719772256148],[126.607897095468,34.5718746941513],[126.608101286864,34.571736709815],[126.608268862412,34.5715685751052],[126.608393382277,34.5713767511833],[126.608470061232,34.5711686095983],[126.608495952546,34.5709521490234]]]}"
6467846,2018074,46820250,46820002,전라남도 해남군2,전라남도 해남군 해남읍(농협농산물집하장전앞1 인근),8,18,0,1,17,0,126.5872064,34.56010367,"{""type"":""Polygon"",""coordinates"":[[[126.588553887272,34.560103673047],[126.588527995958,34.5598871836694],[126.588451317003,34.5596790133258],[126.588326797138,34.5594871619771],[126.58815922159,34.5593190024996],[126.587955030194,34.559180997329],[126.58772206991,34.5590784500877],[126.587469293273,34.5590153017454],[126.587206414346,34.5589939791489],[126.586943535419,34.5590153017454],[126.586690758782,34.5590784500877],[126.586457798498,34.559180997329],[126.586253607102,34.5593190024996],[126.586086031554,34.5594871619771],[126.585961511689,34.5596790133258],[126.585884832734,34.5598871836694],[126.58585894142,34.560103673047],[126.585884832734,34.5603201618611],[126.585961511689,34.5605283306001],[126.586086031554,34.5607201795474],[126.586253607102,34.5608883361922],[126.586457798498,34.5610263385302],[126.586690758782,34.56112888337],[126.586943535419,34.5611920301077],[126.587206414346,34.5612133521408],[126.587469293273,34.5611920301077],[126.58772206991,34.56112888337],[126.587955030194,34.5610263385302],[126.58815922159,34.5608883361922],[126.588326797138,34.5607201795474],[126.588451317003,34.5605283306001],[126.588527995958,34.5603201618611],[126.588553887272,34.560103673047]]]}"
6467847,2018074,46820250,46820003,전라남도 해남군3,전라남도 해남군 해남읍(평남교차로 인근),7,12,0,1,10,1,126.6019844,34.56522412,"{""type"":""Polygon"",""coordinates"":[[[126.60333192215,34.5652241169004],[126.603306030836,34.5650076408506],[126.603229351881,34.5647994833226],[126.603104832016,34.5646076437847],[126.602937256468,34.5644394946596],[126.602733065072,34.5643014979848],[126.602500104788,34.5641989570566],[126.602247328151,34.5641358126018],[126.601984449224,34.5641144913179],[126.601721570297,34.5641358126018],[126.60146879366,34.5641989570566],[126.601235833376,34.5643014979848],[126.60103164198,34.5644394946596],[126.600864066432,34.5646076437847],[126.600739546567,34.5647994833226],[126.600662867612,34.5650076408506],[126.600636976298,34.5652241169004],[126.600662867612,34.5654405923867],[126.600739546567,34.56564874831],[126.600864066432,34.5658405854463],[126.60103164198,34.5660087317386],[126.601235833376,34.5661467255805],[126.60146879366,34.5662492641071],[126.601721570297,34.5663124069572],[126.601984449224,34.5663337276776],[126.602247328151,34.5663124069572],[126.602500104788,34.5662492641071],[126.602733065072,34.5661467255805],[126.602937256468,34.5660087317386],[126.603104832016,34.5658405854463],[126.603229351881,34.56564874831],[126.603306030836,34.5654405923867],[126.60333192215,34.5652241169004]]]}"
6467848,2018074,46830253,46830001,전라남도 영암군1,전라남도 영암군 삼호읍(해양전앞1 인근),7,27,0,4,23,0,126.5118355,34.73623187,"{""type"":""Polygon"",""coordinates"":[[[126.51318295395,34.7362318686068],[126.513157062636,34.7360158386587],[126.513080383681,34.7358081100877],[126.512955863816,34.7356166658779],[126.512788288268,34.7354488632598],[126.512584096872,34.7353111509555],[126.512351136588,34.7352088213332],[126.512098359951,34.7351458069999],[126.511835481024,34.7351245296526],[126.511572602097,34.7351458069999],[126.51131982546,34.7352088213332],[126.511086865176,34.7353111509555],[126.51088267378,34.7354488632598],[126.510715098232,34.7356166658779],[126.510590578367,34.7358081100877],[126.510513899412,34.7360158386587],[126.510488008098,34.7362318686068],[126.510513899412,34.7364478979901],[126.510590578367,34.7366556249528],[126.510715098232,34.7368470667556],[126.51088267378,34.7370148665344],[126.511086865176,34.7371525759994],[126.51131982546,34.7372549032147],[126.511572602097,34.7373179159397],[126.511835481024,34.7373391927222],[126.512098359951,34.7373179159397],[126.512351136588,34.7372549032147],[126.512584096872,34.7371525759994],[126.512788288268,34.7370148665344],[126.512955863816,34.7368470667556],[126.513080383681,34.7366556249528],[126.513157062636,34.7364478979901],[126.51318295395,34.7362318686068]]]}"
6467849,2018074,46830253,46830002,전라남도 영암군2,전라남도 영암군 삼호읍(박물관삼거리 인근),7,12,0,2,10,0,126.4587447,34.77393509,"{""type"":""Polygon"",""coordinates"":[[[126.460092173035,34.7739350874352],[126.460066281721,34.7737191561012],[126.459989602766,34.7735115223543],[126.4598650829,34.7733201655347],[126.459697507353,34.7731524395145],[126.459493315957,34.7730147900724],[126.459260355673,34.7729125071609],[126.459007579036,34.7728495215919],[126.458744700109,34.7728282539571],[126.458481821182,34.7728495215919],[126.458229044545,34.7729125071609],[126.457996084261,34.7730147900724],[126.457791892865,34.7731524395145],[126.457624317317,34.7733201655347],[126.457499797452,34.7735115223543],[126.457423118497,34.7737191561012],[126.457397227183,34.7739350874352],[126.457423118497,34.7741510182042],[126.457499797452,34.7743586503419],[126.457624317317,34.7745500047533],[126.457791892865,34.7747177279328],[126.457996084261,34.7748553745342],[126.458229044545,34.7749576550376],[126.458481821182,34.7750206389975],[126.458744700109,34.7750419060672],[126.459007579036,34.7750206389975],[126.459260355673,34.7749576550376],[126.459493315957,34.7748553745342],[126.459697507353,34.7747177279328],[126.4598650829,34.7745500047533],[126.459989602766,34.7743586503419],[126.460066281721,34.7741510182042],[126.460092173035,34.7739350874352]]]}"
6467850,2018074,46830253,46830003,전라남도 영암군3,전라남도 영암군 삼호읍(나불1삼거리 인근),5,10,0,2,7,1,126.4520491,34.77985427,"{""type"":""Polygon"",""coordinates"":[[[126.453396609785,34.7798542731571],[126.453370718471,34.7796383573134],[126.453294039516,34.7794307384615],[126.45316951965,34.7792393953692],[126.453001944103,34.7790716813811],[126.452797752707,34.7789340418134],[126.452564792423,34.7788317662392],[126.452312015786,34.7787687851885],[126.452049136859,34.7787475190793],[126.451786257932,34.7787687851885],[126.451533481295,34.7788317662392],[126.451300521011,34.7789340418134],[126.451096329615,34.7790716813811],[126.450928754067,34.7792393953692],[126.450804234202,34.7794307384615],[126.450727555247,34.7796383573134],[126.450701663933,34.7798542731571],[126.450727555247,34.7800701884357],[126.450804234202,34.7802778056783],[126.450928754067,34.7804691463623],[126.451096329615,34.7806368575095],[126.451300521011,34.7807744942363],[126.451533481295,34.7808767674021],[126.451786257932,34.7809397468436],[126.452049136859,34.7809610123876],[126.452312015786,34.7809397468436],[126.452564792423,34.7808767674021],[126.452797752707,34.7807744942363],[126.453001944103,34.7806368575095],[126.45316951965,34.7804691463623],[126.453294039516,34.7802778056783],[126.453370718471,34.7800701884357],[126.453396609785,34.7798542731571]]]}"
6467851,2018074,46840253,46840001,전라남도 무안군1,전라남도 무안군 일로읍(대한통운택배 인근),8,13,0,4,9,0,126.4950526,34.84879296,"{""type"":""Polygon"",""coordinates"":[[[126.496400047844,34.8487929620265],[126.49637415653,34.8485772267629],[126.496297477575,34.8483697815511],[126.49617295771,34.8481785984859],[126.496005382162,34.8480110247624],[126.495801190766,34.8478735003067],[126.495568230482,34.8477713102683],[126.495315453845,34.8477083818903],[126.495052574918,34.8476871335665],[126.494789695991,34.8477083818903],[126.494536919354,34.8477713102683],[126.49430395907,34.8478735003067],[126.494099767674,34.8480110247624],[126.493932192126,34.8481785984859],[126.493807672261,34.8483697815511],[126.493730993306,34.8485772267629],[126.493705101992,34.8487929620265],[126.493730993306,34.8490086967245],[126.493807672261,34.8492161403256],[126.493932192126,34.8494073209803],[126.494099767674,34.8495748918603],[126.49430395907,34.8497124134726],[126.494536919354,34.8498146011004],[126.494789695991,34.8498775278678],[126.495052574918,34.8498987756261],[126.495315453845,34.8498775278678],[126.495568230482,34.8498146011004],[126.495801190766,34.8497124134726],[126.496005382162,34.8495748918603],[126.49617295771,34.8494073209803],[126.496297477575,34.8492161403256],[126.49637415653,34.8490086967245],[126.496400047844,34.8487929620265]]]}"
6467852,2018074,46840340,46840002,전라남도 무안군2,전라남도 무안군 현경면(북무안IC 인근),8,35,0,17,18,0,126.4331468,35.01305948,"{""type"":""Polygon"",""coordinates"":[[[126.434494310983,35.0130594793124],[126.434468419669,35.0128441755918],[126.434391740714,35.0126371453379],[126.434267220849,35.0124463446991],[126.434099645301,35.0122791061744],[126.433895453905,35.0121418568087],[126.433662493621,35.0120398711803],[126.433409716984,35.0119770686772],[126.433146838057,35.0119558628561],[126.43288395913,35.0119770686772],[126.432631182493,35.0120398711803],[126.432398222209,35.0121418568087],[126.432194030813,35.0122791061744],[126.432026455265,35.0124463446991],[126.4319019354,35.0126371453379],[126.431825256445,35.0128441755918],[126.431799365131,35.0130594793124],[126.431825256445,35.0132747824662],[126.4319019354,35.0134818111061],[126.432026455265,35.0136726093293],[126.432194030813,35.0138398450045],[126.432398222209,35.0139770915208],[126.432631182493,35.0140790747336],[126.43288395913,35.0141418756227],[126.433146838057,35.014163080877],[126.433409716984,35.0141418756227],[126.433662493621,35.0140790747336],[126.433895453905,35.0139770915208],[126.434099645301,35.0138398450045],[126.434267220849,35.0136726093293],[126.434391740714,35.0134818111061],[126.434468419669,35.0132747824662],[126.434494310983,35.0130594793124]]]}"
6467853,2018074,46840253,46840003,전라남도 무안군3,전라남도 무안군 일로읍(어린이보호구역 인근),4,7,0,1,5,1,126.4928621,34.84923297,"{""type"":""Polygon"",""coordinates"":[[[126.494209608706,34.849232973324],[126.494183717392,34.849017239214],[126.494107038437,34.8488097951114],[126.493982518572,34.8486186130685],[126.493814943024,34.8484510402411],[126.493610751628,34.8483135165207],[126.493377791344,34.8482113270288],[126.493125014707,34.8481483989872],[126.49286213578,34.848127150777],[126.492599256853,34.8481483989872],[126.492346480216,34.8482113270288],[126.492113519932,34.8483135165207],[126.491909328536,34.8484510402411],[126.491741752988,34.8486186130685],[126.491617233123,34.8488097951114],[126.491540554168,34.849017239214],[126.491514662854,34.849232973324],[126.491540554168,34.8494487068684],[126.491617233123,34.8496561493603],[126.491741752988,34.8498473289927],[126.491909328536,34.8500148989766],[126.492113519932,34.8501524198535],[126.492346480216,34.8502546069349],[126.492599256853,34.8503175333658],[126.49286213578,34.8503387810104],[126.493125014707,34.8503175333658],[126.493377791344,34.8502546069349],[126.493610751628,34.8501524198535],[126.493814943024,34.8500148989766],[126.493982518572,34.8498473289927],[126.494107038437,34.8496561493603],[126.494183717392,34.8494487068684],[126.494209608706,34.849232973324]]]}"
6467854,2018074,46860330,46860001,전라남도 함평군1,전라남도 함평군 학교면(이주오토바이앞 인근),5,8,0,1,5,2,126.5343088,35.0215204,"{""type"":""Polygon"",""coordinates"":[[[126.535656297819,35.021520399148],[126.535630406505,35.0213051177029],[126.53555372755,35.0210981088685],[126.535429207685,35.0209073279699],[126.535261632137,35.0207401067477],[126.535057440741,35.0206028715817],[126.534824480457,35.0205008965046],[126.53457170382,35.0204381004989],[126.534308824893,35.0204168968718],[126.534045945966,35.0204381004989],[126.533793169329,35.0205008965046],[126.533560209045,35.0206028715817],[126.533356017649,35.0207401067477],[126.533188442102,35.0209073279699],[126.533063922236,35.0210981088685],[126.532987243281,35.0213051177029],[126.532961351967,35.021520399148],[126.532987243281,35.0217356800262],[126.533063922236,35.0219426872464],[126.533188442102,35.0221334657291],[126.533356017649,35.0223006841017],[126.533560209045,35.0224379164179],[126.533793169329,35.0225398890791],[126.534045945966,35.0226026834706],[126.534308824893,35.0226238865309],[126.53457170382,35.0226026834706],[126.534824480457,35.0225398890791],[126.535057440741,35.0224379164179],[126.535261632137,35.0223006841017],[126.535429207685,35.0221334657291],[126.53555372755,35.0219426872464],[126.535630406505,35.0217356800262],[126.535656297819,35.021520399148]]]}"
6467855,2018074,46860250,46860002,전라남도 함평군2,전라남도 함평군 함평읍(기각사거리전앞 인근),5,5,0,2,2,1,126.5254859,35.06639624,"{""type"":""Polygon"",""coordinates"":[[[126.526833422444,35.0663962427932],[126.52680753113,35.0661810795738],[126.526730852175,35.0659741844215],[126.52660633231,35.0657835082926],[126.526438756762,35.0656163789016],[126.526234565366,35.0654792190994],[126.526001605082,35.0653773000226],[126.525748828445,35.0653145385017],[126.525485949518,35.0652933465186],[126.525223070591,35.0653145385017],[126.524970293954,35.0653773000226],[126.52473733367,35.0654792190994],[126.524533142274,35.0656163789016],[126.524365566726,35.0657835082926],[126.524241046861,35.0659741844215],[126.524164367906,35.0661810795738],[126.524138476592,35.0663962427932],[126.524164367906,35.0666114054454],[126.524241046861,35.0668182989826],[126.524365566726,35.0670089726942],[126.524533142274,35.0671760992339],[126.52473733367,35.0673132561848],[126.524970293954,35.0674151728444],[126.525223070591,35.0674779327501],[126.525485949518,35.0674991241661],[126.525748828445,35.0674779327501],[126.526001605082,35.0674151728444],[126.526234565366,35.0673132561848],[126.526438756762,35.0671760992339],[126.52660633231,35.0670089726942],[126.526730852175,35.0668182989826],[126.52680753113,35.0666114054454],[126.526833422444,35.0663962427932]]]}"
6467856,2018074,46860250,46860003,전라남도 함평군3,전라남도 함평군 함평읍(함평교전앞 인근),4,7,0,1,5,1,126.5260217,35.05959614,"{""type"":""Polygon"",""coordinates"":[[[126.527369217835,35.0595961351544],[126.527343326521,35.0593809540116],[126.527266647566,35.0591740416246],[126.527142127701,35.0589833496124],[126.526974552153,35.0588162062994],[126.526770360757,35.0586790350718],[126.526537400473,35.0585771075052],[126.526284623836,35.0585143407562],[126.526021744909,35.0584931470079],[126.525758865982,35.0585143407562],[126.525506089345,35.0585771075052],[126.525273129061,35.0586790350718],[126.525068937665,35.0588162062994],[126.524901362117,35.0589833496124],[126.524776842252,35.0591740416246],[126.524700163297,35.0593809540116],[126.524674271983,35.0595961351544],[126.524700163297,35.0598113157301],[126.524776842252,35.060018226502],[126.524901362117,35.0602089160973],[126.525068937665,35.0603760565591],[126.525273129061,35.0605132249356],[126.525506089345,35.0606151500852],[126.525758865982,35.0606779152192],[126.526021744909,35.0606991084004],[126.526284623836,35.0606779152192],[126.526537400473,35.0606151500852],[126.526770360757,35.0605132249356],[126.526974552153,35.0603760565591],[126.527142127701,35.0602089160973],[126.527266647566,35.060018226502],[126.527343326521,35.0598113157301],[126.527369217835,35.0595961351544]]]}"
6467857,2018074,46870250,46870001,전라남도 영광군1,전라남도 영광군 영광읍(터미널사거리 인근),12,19,0,7,12,0,126.5010858,35.27608415,"{""type"":""Polygon"",""coordinates"":[[[126.502433266701,35.276084150464],[126.502407375387,35.275869541417],[126.502330696432,35.275663179139],[126.502206176567,35.2754729941088],[126.502038601019,35.2753062951683],[126.501834409623,35.2751694886271],[126.501601449339,35.2750678320465],[126.501348672702,35.2750052321698],[126.501085793775,35.2749840947673],[126.500822914848,35.2750052321698],[126.500570138211,35.2750678320465],[126.500337177927,35.2751694886271],[126.500132986531,35.2753062951683],[126.499965410983,35.2754729941088],[126.499840891118,35.275663179139],[126.499764212163,35.275869541417],[126.499738320849,35.276084150464],[126.499764212163,35.2762987589424],[126.499840891118,35.276505119601],[126.499965410983,35.2766953022076],[126.500132986531,35.2768619982893],[126.500337177927,35.2769988019717],[126.500570138211,35.2771004561287],[126.500822914848,35.277163054386],[126.501085793775,35.2771841912199],[126.501348672702,35.277163054386],[126.501601449339,35.2771004561287],[126.501834409623,35.2769988019717],[126.502038601019,35.2768619982893],[126.502206176567,35.2766953022076],[126.502330696432,35.276505119601],[126.502407375387,35.2762987589424],[126.502433266701,35.276084150464]]]}"
6467858,2018074,46870370,46870002,전라남도 영광군2,전라남도 영광군 법성면(속성변경점 인근),7,10,0,4,6,0,126.4515911,35.35582312,"{""type"":""Polygon"",""coordinates"":[[[126.452938615644,35.3558231188427],[126.45291272433,35.3556087212881],[126.452836045375,35.3554025623744],[126.452711525509,35.3552125647654],[126.452543949962,35.3550460301006],[126.452339758566,35.3549093583767],[126.452106798282,35.3548078019743],[126.451854021645,35.3547452637869],[126.451591142718,35.3547241472143],[126.451328263791,35.3547452637869],[126.451075487154,35.3548078019743],[126.45084252687,35.3549093583767],[126.450638335474,35.3550460301006],[126.450470759926,35.3552125647654],[126.450346240061,35.3554025623744],[126.450269561106,35.3556087212881],[126.450243669792,35.3558231188427],[126.450269561106,35.3560375158281],[126.450346240061,35.3562436731209],[126.450470759926,35.3564336683039],[126.450638335474,35.3566002001071],[126.45084252687,35.3567368689694],[126.451075487154,35.3568384229459],[126.451328263791,35.3569009595123],[126.451591142718,35.3569220755157],[126.451854021645,35.3569009595123],[126.452106798282,35.3568384229459],[126.452339758566,35.3567368689694],[126.452543949962,35.3566002001071],[126.452711525509,35.3564336683039],[126.452836045375,35.3562436731209],[126.45291272433,35.3560375158281],[126.452938615644,35.3558231188427]]]}"
6467859,2018074,46870250,46870003,전라남도 영광군3,전라남도 영광군 영광읍(열림어린이집앞 인근),6,7,0,2,5,0,126.5069394,35.27647024,"{""type"":""Polygon"",""coordinates"":[[[126.50828686037,35.2764702438076],[126.508260969056,35.2762556357836],[126.508184290101,35.2760492744893],[126.508059770236,35.2758590903657],[126.507892194688,35.2756923922199],[126.507688003292,35.2755555863309],[126.507455043008,35.2754539302349],[126.507202266371,35.2753913306565],[126.506939387444,35.2753701933548],[126.506676508517,35.2753913306565],[126.50642373188,35.2754539302349],[126.506190771596,35.2755555863309],[126.5059865802,35.2756923922199],[126.505819004652,35.2758590903657],[126.505694484787,35.2760492744893],[126.505617805832,35.2762556357836],[126.505591914518,35.2764702438076],[126.505617805832,35.276684851263],[126.505694484787,35.2768912109378],[126.505819004652,35.2770813926379],[126.5059865802,35.2772480879248],[126.506190771596,35.2773848909551],[126.50642373188,35.2774865446275],[126.506676508517,35.2775491425864],[126.506939387444,35.2775702793196],[126.507202266371,35.2775491425864],[126.507455043008,35.2774865446275],[126.507688003292,35.2773848909551],[126.507892194688,35.2772480879248],[126.508059770236,35.2770813926379],[126.508184290101,35.2768912109378],[126.508260969056,35.276684851263],[126.50828686037,35.2764702438076]]]}"
6467860,2018074,46880250,46880001,전라남도 장성군1,전라남도 장성군 장성읍(수미약국앞 인근),8,9,0,0,9,0,126.7828897,35.30088105,"{""type"":""Polygon"",""coordinates"":[[[126.784237172527,35.3008810547178],[126.784211281213,35.3006665113953],[126.784134602258,35.3004602123159],[126.784010082392,35.3002700855297],[126.783842506845,35.3001034376405],[126.783638315449,35.2999666729959],[126.783405355165,35.2998650475472],[126.783152578528,35.2998024668414],[126.782889699601,35.2997813359121],[126.782626820674,35.2998024668414],[126.782374044037,35.2998650475472],[126.782141083753,35.2999666729959],[126.781936892357,35.3001034376405],[126.781769316809,35.3002700855297],[126.781644796944,35.3004602123159],[126.781568117989,35.3006665113953],[126.781542226675,35.3008810547178],[126.781568117989,35.3010955974715],[126.781644796944,35.301301894931],[126.781769316809,35.3014920192928],[126.781936892357,35.3016586643224],[126.782141083753,35.3017954261073],[126.782374044037,35.3018970491317],[126.782626820674,35.3019596282176],[126.782889699601,35.3019807585781],[126.783152578528,35.3019596282176],[126.783405355165,35.3018970491317],[126.783638315449,35.3017954261073],[126.783842506845,35.3016586643224],[126.784010082392,35.3014920192928],[126.784134602258,35.301301894931],[126.784211281213,35.3010955974715],[126.784237172527,35.3008810547178]]]}"
6467861,2018074,46880250,46880002,전라남도 장성군2,전라남도 장성군 장성읍(오일뱅크앞 인근),6,9,0,1,8,0,126.7868793,35.28745856,"{""type"":""Polygon"",""coordinates"":[[[126.788226735095,35.2874585571676],[126.788200843781,35.2872439782636],[126.788124164826,35.2870376449702],[126.787999644961,35.2868474866522],[126.787832069413,35.2866808111253],[126.787627878017,35.286544023799],[126.787394917733,35.2864423814963],[126.787142141096,35.2863797904119],[126.786879262169,35.2863586559781],[126.786616383242,35.2863797904119],[126.786363606605,35.2864423814963],[126.786130646321,35.286544023799],[126.785926454925,35.2866808111253],[126.785758879377,35.2868474866522],[126.785634359512,35.2870376449702],[126.785557680557,35.2872439782636],[126.785531789243,35.2874585571676],[126.785557680557,35.2876731355029],[126.785634359512,35.2878794671767],[126.785758879377,35.2880696230707],[126.785926454925,35.2882362957385],[126.786130646321,35.2883730802056],[126.786363606605,35.2884747200843],[126.786616383242,35.2885373095492],[126.786879262169,35.2885584434142],[126.787142141096,35.2885373095492],[126.787394917733,35.2884747200843],[126.787627878017,35.2883730802056],[126.787832069413,35.2882362957385],[126.787999644961,35.2880696230707],[126.788124164826,35.2878794671767],[126.788200843781,35.2876731355029],[126.788226735095,35.2874585571676]]]}"
6467862,2018074,46880320,46880003,전라남도 장성군3,전라남도 장성군 남면(남면삼거리 인근),5,7,0,2,3,2,126.8135635,35.24851537,"{""type"":""Polygon"",""coordinates"":[[[126.81491101595,35.2485153692897],[126.814885124636,35.2483006872184],[126.814808445681,35.2480942547226],[126.814683925816,35.2479040049795],[126.814516350268,35.2477372493178],[126.814312158872,35.2476003962268],[126.814079198588,35.2474987050566],[126.813826421951,35.2474360838798],[126.813563543024,35.2474149392851],[126.813300664097,35.2474360838798],[126.81304788746,35.2474987050566],[126.812814927176,35.2476003962268],[126.81261073578,35.2477372493178],[126.812443160232,35.2479040049795],[126.812318640367,35.2480942547226],[126.812241961412,35.2483006872184],[126.812216070098,35.2485153692897],[126.812241961412,35.2487300507925],[126.812318640367,35.2489364816695],[126.812443160232,35.2491267289899],[126.81261073578,35.2492934817937],[126.812814927176,35.2494303320269],[126.81304788746,35.2495320207743],[126.813300664097,35.2495946403324],[126.813563543024,35.2496157843586],[126.813826421951,35.2495946403324],[126.814079198588,35.2495320207743],[126.814312158872,35.2494303320269],[126.814516350268,35.2492934817937],[126.814683925816,35.2491267289899],[126.814808445681,35.2489364816695],[126.814885124636,35.2487300507925],[126.81491101595,35.2485153692897]]]}"
6467863,2018074,46890250,46890001,전라남도 완도군1,전라남도 완도군 완도읍(동화전앞1 인근),10,10,0,3,7,0,126.7468913,34.31884502,"{""type"":""Polygon"",""coordinates"":[[[126.748238735549,34.3188450235799],[126.748212844235,34.3186279082016],[126.74813616528,34.3184191359159],[126.748011645414,34.3182267298156],[126.747844069867,34.3180580840955],[126.747639878471,34.3179196798767],[126.747406918187,34.3178168361164],[126.74715414155,34.3177535051788],[126.746891262623,34.3177321209273],[126.746628383696,34.3177535051788],[126.746375607059,34.3178168361164],[126.746142646775,34.3179196798767],[126.745938455379,34.3180580840955],[126.745770879831,34.3182267298156],[126.745646359966,34.3184191359159],[126.745569681011,34.3186279082016],[126.745543789697,34.3188450235799],[126.745569681011,34.3190621383966],[126.745646359966,34.3192709090829],[126.745770879831,34.3194633127896],[126.745938455379,34.3196319556862],[126.746142646775,34.3197703570815],[126.746375607059,34.3198731984482],[126.746628383696,34.3199365277864],[126.746891262623,34.3199579114763],[126.74715414155,34.3199365277864],[126.747406918187,34.3198731984482],[126.747639878471,34.3197703570815],[126.747844069867,34.3196319556862],[126.748011645414,34.3194633127896],[126.74813616528,34.3192709090829],[126.748212844235,34.3190621383966],[126.748238735549,34.3188450235799]]]}"
